ID,power,speed,thickness,dia,Solidt,Sdensity,Sspheat,Sthercondu,Liquidt,Ldensity,LSpheat,Lthercondu,Lsurfacet,Lviscosity,Lfusion,dsigma,Absorptivity,Lvapor,defect,defects
H21,77.5,1400,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
D78,180,400,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
F14,300,1200,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,1,Bl
H43,140,200,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,3,Kh
D98,115,800,30,100,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
D69,200,1400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
D74,160,200,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
G4,50,400,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,2,Lf
C24,130,300,50,75,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,0,Good
E10,75,1400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,0,Gd
C51,225,600,30,50,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,2,Lack of Fusion
C25,130,800,50,75,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,0,Good
G12,130,900,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,3,Kh
F4,250,600,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,3,Kh
D63,200,200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
D23,80,600,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
A54,175,300,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
D79,180,500,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
D52,160,800,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
G18,170,1200,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,3,Kh
E18,85,1900,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,3,Kh
B50,370,800,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
A64,400,2000,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,1,Bl
A12,100,100,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,0,Gd
A60,300,1500,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,1,Bl
B25,400,500,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
D67,200,1000,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
A45,200,900,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
E22,95,1400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,3,Kh
B36,250,600,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
H22,80.5,1050,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
A63,400,800,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,1,Bl
H28,145,1800,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,1,Bl
E23,95,1900,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,3,Kh
D103,280,2200,30,100,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
A24,75,1000,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
G24,220,1800,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,1,Bl
B33,200,600,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
F8,300,800,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,3,Kh
D28,100,200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
H11,52,100,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
C54,140,600,30,50,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,2,Lack of Fusion
B79,300,2200,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
G15,130,1200,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,0,Gd
C44,195,1200,50,75,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,0,Good
H2,82,250,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,0,Gd
E2,40,900,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,1,Bl
A65,100,250,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
H46,200,500,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,3,Kh
A61,400,1200,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,1,Bl
D36,120,400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
D51,160,600,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
C58,140,1100,30,50,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,2,Lack of Fusion
D49,160,200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
D31,100,800,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
A69,200,400,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
A59,100,500,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
H27,145,1400,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
D97,115,580,30,100,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
E11,75,1900,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,0,Gd
A32,125,800,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
G22,220,1600,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,1,Bl
D22,80,400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
F11,150,1200,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,0,Gd
D53,160,1000,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
C29,160,50,50,75,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,0,Good
G2,50,200,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,2,Lf
H26,110,1800,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
E16,85,900,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,3,Kh
G17,170,1100,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,3,Kh
D11,40,800,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
B75,225,800,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
D13,40,1200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
H42,130,400,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,3,Kh
B44,370,1200,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,1,Bl
C16,60,3000,50,75,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,2,Lack of Fusion
B32,150,800,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
H13,52,2400,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
D76,180,200,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
B66,55,600,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,2,Lf
C60,140,600,30,50,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,2,Keyhole
A31,125,700,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
D50,160,400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
B16,200,500,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
B51,55,400,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
F5,300,600,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,2,Lf
H31,210,1300,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,1,Bl
B47,250,400,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
